Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
argouml-0.35.1,org.argouml.moduleloader,ModuleLoader2,Law of Demeter violation,The tool detected the smell in this method (doInternal) because the method voilates the law of Demeter. The long chain of method invocations is : org.argouml.moduleloader.ModuleLoader2.availableModules; org.argouml.moduleloader.ModuleLoader2.getInstance
argouml-0.35.1,org.argouml.moduleloader,ModuleLoader2,Law of Demeter violation,The tool detected the smell in this method (doInternal) because the method voilates the law of Demeter. The long chain of method invocations is : org.argouml.moduleloader.ModuleLoader2.availableModules; org.argouml.moduleloader.ModuleLoader2.getInstance
argouml-0.35.1,org.argouml.moduleloader,ModuleLoader2,Law of Demeter violation,The tool detected the smell in this method (addClass) because the method voilates the law of Demeter. The long chain of method invocations is : org.argouml.moduleloader.ModuleLoader2.addClass; org.argouml.moduleloader.ModuleLoader2.getInstance
argouml-0.35.1,org.argouml.ui,TestDetailsPane,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
argouml-0.35.1,org.argouml.ui,GUITestProjectBrowser,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
argouml-0.35.1,org.argouml.ui,TestPropertyPanels,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
argouml-0.35.1,org.argouml.ui,FindDialog,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
argouml-0.35.1,org.argouml.ui,TabResults,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
argouml-0.35.1,org.argouml.ui,ProjectBrowser,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 36
argouml-0.35.1,org.argouml.ui,ProjectActions,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
argouml-0.35.1,org.argouml.ui,SettingsTabProfile,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
argouml-0.35.1,org.argouml.ui,StylePanelFig,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
argouml-0.35.1,org.argouml.ui,DisplayTextTree,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
argouml-0.35.1,org.argouml.ui,ProjectSettingsTabProfile,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
argouml-0.35.1,org.argouml.ui,ActionImportXMI,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
argouml-0.35.1,org.argouml.ui.cmd,ActionNew,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
argouml-0.35.1,org.argouml.ui.cmd,GenericArgoMenuBar,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 37
argouml-0.35.1,org.argouml.ui.cmd,ActionNewProfile,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
argouml-0.35.1,org.argouml.cognitive.ui,ToDoPane,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
argouml-0.35.1,org.argouml.cognitive,TestItemUID,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 36
argouml-0.35.1,org.argouml.cognitive,ToDoItem,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
argouml-0.35.1,org.argouml.cognitive,Designer,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
argouml-0.35.1,org.argouml.cognitive,Critic,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
argouml-0.35.1,org.argouml.cognitive,ToDoList,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
argouml-0.35.1,org.argouml.uml.ui.behavior.common_behavior,ActionNewAction.Roles,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
argouml-0.35.1,org.argouml.uml.ui,TestTabStyle,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
argouml-0.35.1,org.argouml.uml.ui,TestTabs,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
argouml-0.35.1,org.argouml.uml.ui,ActionNewDiagram,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
argouml-0.35.1,org.argouml.uml.ui,ActionSaveGraphics,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
argouml-0.35.1,org.argouml.uml.ui,ActionOpenProject,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
argouml-0.35.1,org.argouml.uml.ui,ActionSaveAllGraphics,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
argouml-0.35.1,org.argouml.uml.ui,PropPanel,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
